container_number,container_type,project,collection_date,plot_id,plot_treatment,seed_type,seed_treatment,maggot_location,nr_seeds_found,nr_seeds_with_at_least_one_scm_maggot,nr_seed_damaged_by_other,total_nr_scm_maggots,total_nr_scm_pupae,nr_wireworms,nr_seeds_with_at_least_one_phorid_maggot,total_nr_of_phorid_larvae,total_nr_of_phorid_pupae,notes
4357,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,JA,Corn,6,0,0,0,0,0,0,0,0,
4357,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4357,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,JA,Total,6,0,0,0,0,0,0,0,0,
4415,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4415,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4415,deli cup,M,2023-05-31T00:00:00Z,26,Manure,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4621,deli cup,M,2023-05-31T00:00:00Z,27,Alfafa&Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4621,deli cup,M,2023-05-31T00:00:00Z,27,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4621,deli cup,M,2023-05-31T00:00:00Z,27,Alfafa&Manure,Corn,Water,Total,9,0,0,0,0,1,0,0,0,
4576,deli cup,M,2023-05-31T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Corn,10,0,4,0,0,0,0,0,0,
4576,deli cup,M,2023-05-31T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4576,deli cup,M,2023-05-31T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Total,10,0,4,0,0,0,0,0,0,
4425,deli cup,M,2023-05-31T00:00:00Z,28,Alfafa,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4425,deli cup,M,2023-05-31T00:00:00Z,28,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4425,deli cup,M,2023-05-31T00:00:00Z,28,Alfafa,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4485,deli cup,M,2023-05-31T00:00:00Z,28,Control_Alfafa,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4485,deli cup,M,2023-05-31T00:00:00Z,28,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4485,deli cup,M,2023-05-31T00:00:00Z,28,Control_Alfafa,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4344,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4344,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4344,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4514,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4514,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4514,deli cup,M,2023-05-31T00:00:00Z,29,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4507,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4507,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4507,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4511,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4511,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4511,deli cup,M,2023-05-31T00:00:00Z,29,Manure,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4601,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,Water,Corn,10,1,0,0,0,0,0,0,0,
4601,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4601,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,Water,Total,10,1,0,0,0,0,0,0,0,
4625,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4625,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4625,deli cup,M,2023-05-31T00:00:00Z,3,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4600,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4600,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4600,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4636,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4636,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4636,deli cup,M,2023-05-31T00:00:00Z,3,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4373,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4373,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,JA,Loose,NA,0,0,0,0,0,0,0,0,
4373,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4533,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4533,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,Water,Total,8,0,0,0,0,0,0,0,0,
4533,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4533,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4533,deli cup,M,2023-05-31T00:00:00Z,30,Control_Fertilizer,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4359,deli cup,M,2023-05-31T00:00:00Z,30,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4359,deli cup,M,2023-05-31T00:00:00Z,30,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4359,deli cup,M,2023-05-31T00:00:00Z,30,Fertilizer,Corn,Water,Total,10,0,0,0,0,1,0,0,0,
4504,deli cup,M,2023-05-31T00:00:00Z,30,Fertilizer,Corn,JA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4660,deli cup,M,2023-05-31T00:00:00Z,31,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4660,deli cup,M,2023-05-31T00:00:00Z,31,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4660,deli cup,M,2023-05-31T00:00:00Z,31,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4323,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,JA,Corn,11,0,3,0,0,0,0,0,0,
4323,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4323,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,JA,Total,11,0,3,0,0,0,0,0,0,
4329,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4329,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4329,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
4570,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4570,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4570,deli cup,M,2023-05-31T00:00:00Z,31,Control_FertilizerAlfafa&Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4324,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4324,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4324,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4346,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4346,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4346,deli cup,M,2023-05-31T00:00:00Z,31,Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4469,deli cup,M,2023-05-31T00:00:00Z,33,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4469,deli cup,M,2023-05-31T00:00:00Z,33,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4469,deli cup,M,2023-05-31T00:00:00Z,33,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4484,deli cup,M,2023-05-31T00:00:00Z,33,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4484,deli cup,M,2023-05-31T00:00:00Z,33,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,2,NA,0,0,
4484,deli cup,M,2023-05-31T00:00:00Z,33,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,2,0,0,0,
4326,deli cup,M,2023-05-31T00:00:00Z,34,Control_Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4326,deli cup,M,2023-05-31T00:00:00Z,34,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4326,deli cup,M,2023-05-31T00:00:00Z,34,Control_Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4430,deli cup,M,2023-05-31T00:00:00Z,34,Control_Fertilizer,Corn,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4315,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4315,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4315,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4442,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4442,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4442,deli cup,M,2023-05-31T00:00:00Z,34,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4395,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,Water,Corn,10,0,6,0,0,0,0,0,0,
4395,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4395,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,Water,Total,10,0,6,0,0,0,0,0,0,
4436,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,JA,Corn,9,0,0,0,0,0,0,0,0,
4436,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4436,deli cup,M,2023-05-31T00:00:00Z,35,Control_Manure,Corn,JA,Total,9,0,0,0,0,0,0,0,0,
4347,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4347,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4347,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4407,deli cup,M,2023-05-31T00:00:00Z,35,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4391,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4391,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4391,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4445,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4445,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4445,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4512,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4512,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4512,deli cup,M,2023-05-31T00:00:00Z,36,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4320,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,JA,Corn,11,0,2,0,0,0,0,0,0,
4320,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4320,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,JA,Total,11,0,2,0,0,0,0,0,0,
4354,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4354,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4354,deli cup,M,2023-05-31T00:00:00Z,36,Fertilizer,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
4643,deli cup,M,2023-05-31T00:00:00Z,37,Alfafa&Manure,Corn,Water,Corn,8,0,0,0,0,1,0,0,0,
4643,deli cup,M,2023-05-31T00:00:00Z,37,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4643,deli cup,M,2023-05-31T00:00:00Z,37,Alfafa&Manure,Corn,Water,Total,8,0,0,0,0,1,0,0,0,
4641,deli cup,M,2023-05-31T00:00:00Z,37,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,3,0,0,0,
4641,deli cup,M,2023-05-31T00:00:00Z,37,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4641,deli cup,M,2023-05-31T00:00:00Z,37,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,3,0,0,0,
4312,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4312,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4312,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4342,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4342,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4342,deli cup,M,2023-05-31T00:00:00Z,38,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4335,deli cup,M,2023-05-31T00:00:00Z,38,Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4335,deli cup,M,2023-05-31T00:00:00Z,38,Manure,Corn,Water,Loose,NA,NA,NA,0,0,2,NA,0,0,
4335,deli cup,M,2023-05-31T00:00:00Z,38,Manure,Corn,Water,Total,10,0,1,0,0,2,0,0,0,
4356,deli cup,M,2023-05-31T00:00:00Z,38,Manure,Corn,JA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4585,deli cup,M,2023-05-31T00:00:00Z,39,Alfafa,Corn,Water,Corn,9,0,1,0,0,0,0,0,0,
4585,deli cup,M,2023-05-31T00:00:00Z,39,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4585,deli cup,M,2023-05-31T00:00:00Z,39,Alfafa,Corn,Water,Total,9,0,1,0,0,0,0,0,0,
4540,deli cup,M,2023-05-31T00:00:00Z,39,Control_Alfafa,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4540,deli cup,M,2023-05-31T00:00:00Z,39,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4540,deli cup,M,2023-05-31T00:00:00Z,39,Control_Alfafa,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4615,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4615,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4615,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4628,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4628,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4628,deli cup,M,2023-05-31T00:00:00Z,4,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4581,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4581,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4581,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4632,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4632,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4632,deli cup,M,2023-05-31T00:00:00Z,4,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4327,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4327,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4327,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4331,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4331,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4331,deli cup,M,2023-05-31T00:00:00Z,40,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4338,deli cup,M,2023-05-31T00:00:00Z,40,Manure,Corn,Water,Corn,7,0,1,0,0,0,0,0,0,
4338,deli cup,M,2023-05-31T00:00:00Z,40,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4338,deli cup,M,2023-05-31T00:00:00Z,40,Manure,Corn,Water,Total,7,0,1,0,0,0,0,0,0,
4400,deli cup,M,2023-05-31T00:00:00Z,40,Manure,Corn,JA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no seeds
4393,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4393,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4393,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4447,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4447,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4447,deli cup,M,2023-05-31T00:00:00Z,41,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4351,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4351,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4351,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4380,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4380,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,0,0,0,
4380,deli cup,M,2023-05-31T00:00:00Z,41,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4470,deli cup,M,2023-05-31T00:00:00Z,42,Alfafa,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4470,deli cup,M,2023-05-31T00:00:00Z,42,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4470,deli cup,M,2023-05-31T00:00:00Z,42,Alfafa,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
4424,deli cup,M,2023-05-31T00:00:00Z,42,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4424,deli cup,M,2023-05-31T00:00:00Z,42,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4424,deli cup,M,2023-05-31T00:00:00Z,42,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4360,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,Water,Corn,9,0,1,0,0,0,0,0,0,
4360,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4360,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,Water,Total,9,0,1,0,0,0,0,0,0,
4433,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4433,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4433,deli cup,M,2023-05-31T00:00:00Z,43,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4379,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,JA,Corn,9,0,3,0,0,0,0,0,0,
4379,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4379,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,JA,Total,9,0,3,0,0,0,0,0,0,
4398,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4398,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4398,deli cup,M,2023-05-31T00:00:00Z,43,Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4479,deli cup,M,2023-05-31T00:00:00Z,44,Alfafa&Manure,Corn,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no seeds
4640,deli cup,M,2023-05-31T00:00:00Z,44,Control_Alfafa&Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
4640,deli cup,M,2023-05-31T00:00:00Z,44,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4640,deli cup,M,2023-05-31T00:00:00Z,44,Control_Alfafa&Manure,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
4387,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4387,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4387,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4499,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4499,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4499,deli cup,M,2023-05-31T00:00:00Z,45,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4365,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,JA,Corn,9,0,0,0,0,0,0,0,0,
4365,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,0,0,0,
4365,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,JA,Total,9,0,0,0,0,0,0,0,0,
4410,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,Water,Corn,8,0,1,0,0,0,0,0,0,
4410,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4410,deli cup,M,2023-05-31T00:00:00Z,45,Fertilizer,Corn,Water,Total,8,0,1,0,0,0,0,0,0,
4321,deli cup,M,2023-05-31T00:00:00Z,46,Control_Fertilizer,Corn,JA,Corn,10,0,2,0,0,0,0,0,0,
