container_number,container_type,project,collection_date,plot_id,plot_treatment,seed_type,seed_treatment,maggot_location,nr_seeds_found,nr_seeds_with_at_least_one_scm_maggot,nr_seed_damaged_by_other,total_nr_scm_maggots,total_nr_scm_pupae,nr_wireworms,nr_seeds_with_at_least_one_phorid_maggot,total_nr_of_phorid_larvae,total_nr_of_phorid_pupae,notes
3764,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,1,0,
3866,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3866,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3866,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4036,deli cup,M,2023-05-16T00:00:00Z,14,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4036,deli cup,M,2023-05-16T00:00:00Z,14,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4036,deli cup,M,2023-05-16T00:00:00Z,14,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3707,deli cup,M,2023-05-16T00:00:00Z,14,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3707,deli cup,M,2023-05-16T00:00:00Z,14,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3707,deli cup,M,2023-05-16T00:00:00Z,14,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3928,deli cup,M,2023-05-16T00:00:00Z,15,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3928,deli cup,M,2023-05-16T00:00:00Z,15,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3928,deli cup,M,2023-05-16T00:00:00Z,15,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3946,deli cup,M,2023-05-16T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3946,deli cup,M,2023-05-16T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3946,deli cup,M,2023-05-16T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3710,deli cup,M,2023-05-16T00:00:00Z,16,Alfafa,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3710,deli cup,M,2023-05-16T00:00:00Z,16,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3710,deli cup,M,2023-05-16T00:00:00Z,16,Alfafa,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3961,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3961,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3961,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4041,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4041,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4041,deli cup,M,2023-05-16T00:00:00Z,16,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3934,deli cup,M,2023-05-16T00:00:00Z,17,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,3,0,0,0,
3934,deli cup,M,2023-05-16T00:00:00Z,17,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3934,deli cup,M,2023-05-16T00:00:00Z,17,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,4,0,0,0,
3963,deli cup,M,2023-05-16T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3963,deli cup,M,2023-05-16T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3963,deli cup,M,2023-05-16T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3806,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3806,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3806,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3811,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3811,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3811,deli cup,M,2023-05-16T00:00:00Z,18,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3810,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3810,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3810,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3813,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,JA,Corn,9,0,2,0,0,0,0,0,0,
3813,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3813,deli cup,M,2023-05-16T00:00:00Z,18,Fertilizer,Corn,JA,Total,9,0,2,0,0,0,0,0,0,
3941,deli cup,M,2023-05-16T00:00:00Z,19,Control_Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
3941,deli cup,M,2023-05-16T00:00:00Z,19,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3941,deli cup,M,2023-05-16T00:00:00Z,19,Control_Fertilizer,Corn,Water,Total,10,0,2,0,0,1,0,0,0,
3971,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,Water,Corn,10,0,3,0,0,1,0,0,0,
3971,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3971,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,Water,Total,10,0,3,0,0,2,0,0,0,
3972,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
3972,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3972,deli cup,M,2023-05-16T00:00:00Z,19,Fertilizer,Corn,JA,Total,10,0,3,0,0,0,0,0,0,
3713,deli cup,M,2023-05-16T00:00:00Z,2,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3713,deli cup,M,2023-05-16T00:00:00Z,2,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3713,deli cup,M,2023-05-16T00:00:00Z,2,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4031,deli cup,M,2023-05-16T00:00:00Z,2,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4031,deli cup,M,2023-05-16T00:00:00Z,2,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4031,deli cup,M,2023-05-16T00:00:00Z,2,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3759,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3759,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3759,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
3767,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
3767,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3767,deli cup,M,2023-05-16T00:00:00Z,20,Control_Manure,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
3762,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3762,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3762,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3794,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3794,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3794,deli cup,M,2023-05-16T00:00:00Z,20,Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3924,deli cup,M,2023-05-16T00:00:00Z,21,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3924,deli cup,M,2023-05-16T00:00:00Z,21,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3924,deli cup,M,2023-05-16T00:00:00Z,21,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3964,deli cup,M,2023-05-16T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3964,deli cup,M,2023-05-16T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3964,deli cup,M,2023-05-16T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3917,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3917,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3917,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3931,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,JA,Corn,9,0,0,0,0,0,0,0,0,
3931,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3931,deli cup,M,2023-05-16T00:00:00Z,22,Control_Manure,Corn,JA,Total,9,0,0,0,0,0,0,0,0,
3919,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,JA,Corn,11,0,0,0,0,0,0,0,0,
3919,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3919,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,JA,Total,11,0,0,0,0,0,0,0,0,
3920,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
3920,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3920,deli cup,M,2023-05-16T00:00:00Z,22,Manure,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3890,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3898,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,Water,Corn,10,0,1,0,0,1,0,0,0,
3898,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3898,deli cup,M,2023-05-16T00:00:00Z,23,Control_Manure,Corn,Water,Total,10,0,1,0,0,1,0,0,0,
3838,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3838,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3838,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3893,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,Water,Corn,8,0,0,0,0,0,0,0,0,
3893,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3893,deli cup,M,2023-05-16T00:00:00Z,23,Manure,Corn,Water,Total,8,0,0,0,0,0,0,0,0,
3967,deli cup,M,2023-05-16T00:00:00Z,24,Control_Fertilizer,Corn,Water,Corn,0,0,0,0,0,0,0,0,0,
3967,deli cup,M,2023-05-16T00:00:00Z,24,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3967,deli cup,M,2023-05-16T00:00:00Z,24,Control_Fertilizer,Corn,Water,Total,0,0,0,0,0,0,0,0,0,
3969,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3969,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3969,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3977,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3977,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3977,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,Water,Total,10,0,0,0,0,1,0,0,0,
3980,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Corn,9,0,1,0,0,0,0,0,0,
3980,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3980,deli cup,M,2023-05-16T00:00:00Z,24,Fertilizer,Corn,JA,Total,9,0,1,0,0,0,0,0,0,
3706,deli cup,M,2023-05-16T00:00:00Z,25,Alfafa,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
3706,deli cup,M,2023-05-16T00:00:00Z,25,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3706,deli cup,M,2023-05-16T00:00:00Z,25,Alfafa,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4035,deli cup,M,2023-05-16T00:00:00Z,25,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4035,deli cup,M,2023-05-16T00:00:00Z,25,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4035,deli cup,M,2023-05-16T00:00:00Z,25,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3892,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3892,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3892,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
3899,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3899,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3899,deli cup,M,2023-05-16T00:00:00Z,26,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3904,deli cup,M,2023-05-16T00:00:00Z,26,Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
3904,deli cup,M,2023-05-16T00:00:00Z,26,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3904,deli cup,M,2023-05-16T00:00:00Z,26,Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
3905,deli cup,M,2023-05-16T00:00:00Z,26,Manure,Corn,JA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3948,deli cup,M,2023-05-16T00:00:00Z,27,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3948,deli cup,M,2023-05-16T00:00:00Z,27,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3948,deli cup,M,2023-05-16T00:00:00Z,27,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3912,deli cup,M,2023-05-16T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Corn,8,0,0,0,0,0,0,0,0,
3912,deli cup,M,2023-05-16T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3912,deli cup,M,2023-05-16T00:00:00Z,27,Control_Alfafa&Manure,Corn,Water,Total,8,0,0,0,0,0,0,0,0,
4030,deli cup,M,2023-05-16T00:00:00Z,28,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4030,deli cup,M,2023-05-16T00:00:00Z,28,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4030,deli cup,M,2023-05-16T00:00:00Z,28,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3730,deli cup,M,2023-05-16T00:00:00Z,28,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3730,deli cup,M,2023-05-16T00:00:00Z,28,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3730,deli cup,M,2023-05-16T00:00:00Z,28,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3884,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3884,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3884,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3895,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3895,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3895,deli cup,M,2023-05-16T00:00:00Z,29,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3880,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,JA,Corn,10,1,0,1,0,>10,0,0,0,
3880,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,JA,Loose,NA,NA,NA,0,0,>10,NA,0,0,
3880,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,JA,Total,10,1,0,1,0,>10,0,0,0,
3888,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3888,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3888,deli cup,M,2023-05-16T00:00:00Z,29,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3853,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3853,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3853,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3873,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3873,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,1,0,NA,0,0,
3873,deli cup,M,2023-05-16T00:00:00Z,3,Control_Manure,Corn,JA,Total,10,0,0,0,1,0,0,0,0,
3816,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,JA,Corn,9,0,0,0,0,0,0,0,0,
3816,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3816,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,JA,Total,9,0,0,0,0,0,0,0,0,
3849,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
3849,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3849,deli cup,M,2023-05-16T00:00:00Z,3,Manure,Corn,Water,Total,0,0,0,0,0,0,0,0,0,
3974,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3974,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3974,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3981,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3981,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3981,deli cup,M,2023-05-16T00:00:00Z,30,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3754,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3754,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3754,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3978,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,Water,Corn,10,0,0,0,0,1,0,0,0,
3978,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
3978,deli cup,M,2023-05-16T00:00:00Z,30,Fertilizer,Corn,Water,Total,10,0,0,0,0,1,0,0,0,
3953,deli cup,M,2023-05-16T00:00:00Z,31,Alfafa&Manure,Corn,Water,Corn,10,0,1,0,0,4,0,0,0,
3953,deli cup,M,2023-05-16T00:00:00Z,31,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,2,NA,0,0,
3953,deli cup,M,2023-05-16T00:00:00Z,31,Alfafa&Manure,Corn,Water,Total,10,0,1,0,0,6,0,0,0,
3939,deli cup,M,2023-05-16T00:00:00Z,31,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3939,deli cup,M,2023-05-16T00:00:00Z,31,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3939,deli cup,M,2023-05-16T00:00:00Z,31,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3901,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3901,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3901,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3903,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3903,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3903,deli cup,M,2023-05-16T00:00:00Z,32,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3886,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3886,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3886,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3889,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3889,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3889,deli cup,M,2023-05-16T00:00:00Z,32,Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4026,deli cup,M,2023-05-16T00:00:00Z,33,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4026,deli cup,M,2023-05-16T00:00:00Z,33,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4026,deli cup,M,2023-05-16T00:00:00Z,33,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3743,deli cup,M,2023-05-16T00:00:00Z,33,Control_Alfafa,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3743,deli cup,M,2023-05-16T00:00:00Z,33,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3743,deli cup,M,2023-05-16T00:00:00Z,33,Control_Alfafa,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Bean,6,0,2,0,0,0,0,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Total,6,0,2,0,0,0,0,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3879,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3902,deli cup,M,2023-05-16T00:00:00Z,34,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
